# THE SWAPPABLE INPUT of the dispatch-floor pipeline. write_floors.py,
# input_comparison_report and test_outputs.py read floors from THIS FILE
# ONLY. Floors the full fossil fleet (relac_io.nonren_floor_techs), on a
# residual+forced basis, 2027-2050 only (2023-2026 frozen). COMMITTED
# scenarios (OPT,VGB) use a flat plan-grounded/historical CF; PERMISSIVE
# scenarios (BAU,INV) start at the committed plan-grounded/historical CF
# and decline after HOLD_UNTIL=2030 to KEEP_WARM=0.05 by 2050. To change
# a CF: edit PLAN_GROUNDED / CF_BY_FUEL_FALLBACK
# in make_candidates.py and re-run it, then re-run write_floors.py.
Scenario,TECHNOLOGY,country,fuel,YEAR,fleet_GW,forced_GW,residual_GW,contracted_CF,cf_source,cf_quality,floor_PJ,profile,status,commissioning_year
BAU,PWRPETHNDXX,HND,PET,2046,0.8048,0.0,0.8048,0.11,plan_grounded,grounded,2.7918,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHNDXX,HND,PET,2047,0.8048,0.0,0.8048,0.095,plan_grounded,grounded,2.4111,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHNDXX,HND,PET,2048,0.8048,0.0,0.8048,0.08,plan_grounded,grounded,2.0304,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHNDXX,HND,PET,2049,0.8048,0.0,0.8048,0.065,plan_grounded,grounded,1.6497,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHNDXX,HND,PET,2050,0.8048,0.0,0.8048,0.05,plan_grounded,grounded,1.269,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHTIXX,HTI,PET,2046,0.247,0.0,0.247,0.06,fuel_fallback,proxy,0.4674,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHTIXX,HTI,PET,2047,0.247,0.0,0.247,0.0575,fuel_fallback,proxy,0.4479,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHTIXX,HTI,PET,2048,0.247,0.0,0.247,0.055,fuel_fallback,proxy,0.4284,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHTIXX,HTI,PET,2049,0.247,0.0,0.247,0.0525,fuel_fallback,proxy,0.4089,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETHTIXX,HTI,PET,2050,0.247,0.0,0.247,0.05,fuel_fallback,proxy,0.3895,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2027,11.301,0.0,11.301,0.0944,historical_implied,historical,33.6466,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2028,11.301,0.0,11.301,0.0944,historical_implied,historical,33.6466,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2029,11.301,0.0,11.301,0.0944,historical_implied,historical,33.6466,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2030,11.301,0.0,11.301,0.0944,historical_implied,historical,33.6466,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2031,11.301,0.0,11.301,0.0922,historical_implied,historical,32.8553,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2032,11.301,0.0,11.301,0.09,historical_implied,historical,32.0639,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2033,11.301,0.0,11.301,0.0877,historical_implied,historical,31.2725,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2034,11.301,0.0,11.301,0.0855,historical_implied,historical,30.4812,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2035,11.301,0.0,11.301,0.0833,historical_implied,historical,29.6898,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2036,11.301,0.0,11.301,0.0811,historical_implied,historical,28.8985,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2037,11.301,0.0,11.301,0.0789,historical_implied,historical,28.1071,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2038,11.301,0.0,11.301,0.0766,historical_implied,historical,27.3157,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2039,11.301,0.0,11.301,0.0744,historical_implied,historical,26.5244,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2040,11.301,0.0,11.301,0.0722,historical_implied,historical,25.733,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2041,11.301,0.0,11.301,0.07,historical_implied,historical,24.9417,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2042,11.301,0.0,11.301,0.0678,historical_implied,historical,24.1503,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2043,11.301,0.0,11.301,0.0655,historical_implied,historical,23.3589,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2044,11.301,0.0,11.301,0.0633,historical_implied,historical,22.5676,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETMEXXX,MEX,PET,2045,11.301,0.0,11.301,0.0611,historical_implied,historical,21.7762,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPANXX,PAN,PET,2046,0.1497,0.0,0.1497,0.1098,historical_implied,historical,0.5183,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPANXX,PAN,PET,2047,0.1497,0.0,0.1497,0.0948,historical_implied,historical,0.4478,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPANXX,PAN,PET,2048,0.1497,0.0,0.1497,0.0799,historical_implied,historical,0.3772,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPANXX,PAN,PET,2049,0.1497,0.0,0.1497,0.0649,historical_implied,historical,0.3066,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPANXX,PAN,PET,2050,0.1497,0.0,0.1497,0.05,historical_implied,historical,0.236,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2027,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2028,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2029,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2030,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2031,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2032,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2033,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2034,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2035,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2036,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2037,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2038,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2039,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2040,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2041,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2042,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2043,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2044,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2045,4.0268,0.0,4.0268,0.0236,historical_implied,historical,3.002,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2046,1.3423,0.0,1.3423,0.0236,historical_implied,historical,1.0007,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2047,1.3423,0.0,1.3423,0.0236,historical_implied,historical,1.0007,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2048,1.3423,0.0,1.3423,0.0236,historical_implied,historical,1.0007,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2049,1.3423,0.0,1.3423,0.0236,historical_implied,historical,1.0007,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPERXX,PER,PET,2050,1.3423,0.0,1.3423,0.0236,historical_implied,historical,1.0007,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2027,0.0005,0.0,0.0005,0.1966,historical_implied,historical,0.0031,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2028,0.0005,0.0,0.0005,0.1966,historical_implied,historical,0.0031,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2029,0.0005,0.0,0.0005,0.1966,historical_implied,historical,0.0031,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2030,0.0005,0.0,0.0005,0.1966,historical_implied,historical,0.0031,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2031,0.0005,0.0,0.0005,0.1893,historical_implied,historical,0.003,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2032,0.0005,0.0,0.0005,0.1819,historical_implied,historical,0.0029,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2033,0.0005,0.0,0.0005,0.1746,historical_implied,historical,0.0028,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2034,0.0005,0.0,0.0005,0.1673,historical_implied,historical,0.0026,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2035,0.0005,0.0,0.0005,0.16,historical_implied,historical,0.0025,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2036,0.0005,0.0,0.0005,0.1526,historical_implied,historical,0.0024,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2037,0.0005,0.0,0.0005,0.1453,historical_implied,historical,0.0023,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2038,0.0005,0.0,0.0005,0.138,historical_implied,historical,0.0022,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2039,0.0005,0.0,0.0005,0.1306,historical_implied,historical,0.0021,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2040,0.0005,0.0,0.0005,0.1233,historical_implied,historical,0.0019,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2041,0.0005,0.0,0.0005,0.116,historical_implied,historical,0.0018,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2042,0.0005,0.0,0.0005,0.1086,historical_implied,historical,0.0017,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2043,0.0005,0.0,0.0005,0.1013,historical_implied,historical,0.0016,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2044,0.0005,0.0,0.0005,0.094,historical_implied,historical,0.0015,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2045,0.0005,0.0,0.0005,0.0867,historical_implied,historical,0.0014,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2046,0.0005,0.0,0.0005,0.0793,historical_implied,historical,0.0013,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2047,0.0005,0.0,0.0005,0.072,historical_implied,historical,0.0011,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2048,0.0005,0.0,0.0005,0.0647,historical_implied,historical,0.001,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2049,0.0005,0.0,0.0005,0.0573,historical_implied,historical,0.0009,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETPRYXX,PRY,PET,2050,0.0005,0.0,0.0005,0.05,historical_implied,historical,0.0008,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2027,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2028,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2029,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2030,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2031,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2032,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2033,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2034,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2035,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2036,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2037,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2038,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2039,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2040,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2041,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2042,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2043,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2044,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2045,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2046,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2047,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2048,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2049,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
BAU,PWRPETURYXX,URY,PET,2050,1.1767,0.0,1.1767,0.045,plan_grounded,grounded,1.6699,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2027,0.65,0.0,0.65,0.37,plan_grounded,proxy,7.5844,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2028,0.65,0.0,0.65,0.37,plan_grounded,proxy,7.5844,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2029,0.65,0.0,0.65,0.37,plan_grounded,proxy,7.5844,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2030,0.65,0.0,0.65,0.37,plan_grounded,proxy,7.5844,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2031,0.65,0.0,0.65,0.354,plan_grounded,proxy,7.2564,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2032,0.65,0.0,0.65,0.338,plan_grounded,proxy,6.9285,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2033,0.65,0.0,0.65,0.322,plan_grounded,proxy,6.6005,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2034,0.65,0.0,0.65,0.306,plan_grounded,proxy,6.2725,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2035,0.65,0.0,0.65,0.29,plan_grounded,proxy,5.9445,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2036,0.65,0.0,0.65,0.274,plan_grounded,proxy,5.6166,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2037,0.65,0.0,0.65,0.258,plan_grounded,proxy,5.2886,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2038,0.65,0.0,0.65,0.242,plan_grounded,proxy,4.9606,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2039,0.65,0.0,0.65,0.226,plan_grounded,proxy,4.6326,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2040,0.65,0.0,0.65,0.21,plan_grounded,proxy,4.3047,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2041,0.65,0.0,0.65,0.194,plan_grounded,proxy,3.9767,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2042,0.65,0.0,0.65,0.178,plan_grounded,proxy,3.6487,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2043,0.65,0.0,0.65,0.162,plan_grounded,proxy,3.3207,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2044,0.65,0.0,0.65,0.146,plan_grounded,proxy,2.9928,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2045,0.65,0.0,0.65,0.13,plan_grounded,proxy,2.6648,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2046,0.65,0.0,0.65,0.114,plan_grounded,proxy,2.3368,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2047,0.65,0.0,0.65,0.098,plan_grounded,proxy,2.0088,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2048,0.65,0.0,0.65,0.082,plan_grounded,proxy,1.6809,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2049,0.65,0.0,0.65,0.066,plan_grounded,proxy,1.3529,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOAARGXX,ARG,COA,2050,0.65,0.0,0.65,0.05,plan_grounded,proxy,1.0249,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2027,3.086,0.0,3.086,0.2,plan_grounded,grounded,19.464,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2028,3.086,0.0,3.086,0.2,plan_grounded,grounded,19.464,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2029,3.086,0.0,3.086,0.2,plan_grounded,grounded,19.464,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2030,3.086,0.0,3.086,0.2,plan_grounded,grounded,19.464,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2031,3.086,0.0,3.086,0.1925,plan_grounded,grounded,18.7341,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2032,3.086,0.0,3.086,0.185,plan_grounded,grounded,18.0042,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2033,3.086,0.0,3.086,0.1775,plan_grounded,grounded,17.2743,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2034,3.086,0.0,3.086,0.17,plan_grounded,grounded,16.5444,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2035,3.086,0.0,3.086,0.1625,plan_grounded,grounded,15.8145,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2036,3.086,0.0,3.086,0.155,plan_grounded,grounded,15.0846,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2037,3.086,0.0,3.086,0.1475,plan_grounded,grounded,14.3547,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2038,3.086,0.0,3.086,0.14,plan_grounded,grounded,13.6248,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2039,3.086,0.0,3.086,0.1325,plan_grounded,grounded,12.8949,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2040,3.086,0.0,3.086,0.125,plan_grounded,grounded,12.165,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2041,3.086,0.0,3.086,0.1175,plan_grounded,grounded,11.4351,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2042,3.086,0.0,3.086,0.11,plan_grounded,grounded,10.7052,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2043,3.086,0.0,3.086,0.1025,plan_grounded,grounded,9.9753,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2044,3.086,0.0,3.086,0.095,plan_grounded,grounded,9.2454,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2045,3.086,0.0,3.086,0.0875,plan_grounded,grounded,8.5155,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2046,3.086,0.0,3.086,0.08,plan_grounded,grounded,7.7856,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2047,3.086,0.0,3.086,0.0725,plan_grounded,grounded,7.0557,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2048,3.086,0.0,3.086,0.065,plan_grounded,grounded,6.3258,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2049,3.086,0.0,3.086,0.0575,plan_grounded,grounded,5.5959,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOABRAXX,BRA,COA,2050,3.086,0.0,3.086,0.05,plan_grounded,grounded,4.866,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2027,3.7953,0.0,3.7953,0.35,plan_grounded,proxy,41.891,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2028,3.7953,0.0,3.7953,0.35,plan_grounded,proxy,41.891,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2029,3.7953,0.0,3.7953,0.35,plan_grounded,proxy,41.891,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2030,3.7953,0.0,3.7953,0.35,plan_grounded,proxy,41.891,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2031,3.7953,0.0,3.7953,0.335,plan_grounded,proxy,40.0957,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2032,3.7953,0.0,3.7953,0.32,plan_grounded,proxy,38.3003,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2033,3.7953,0.0,3.7953,0.305,plan_grounded,proxy,36.505,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRCOACHLXX,CHL,COA,2034,3.7953,0.0,3.7953,0.29,plan_grounded,proxy,34.7097,PERMISSIVE,CALIBRATED - pending PI sign-off,
