# THE SWAPPABLE INPUT of the dispatch-floor pipeline. write_floors.py,
# input_comparison_report and test_outputs.py read floors from THIS FILE
# ONLY. Floors the full fossil fleet (relac_io.nonren_floor_techs), on a
# residual+forced basis, 2027-2050 only (2023-2026 frozen). COMMITTED
# scenarios (OPT,VGB) use a flat plan-grounded/historical CF; PERMISSIVE
# scenarios (BAU,INV) start at the committed plan-grounded/historical CF
# and decline after HOLD_UNTIL=2030 to KEEP_WARM=0.05 by 2050. To change
# a CF: edit PLAN_GROUNDED / CF_BY_FUEL_FALLBACK
# in make_candidates.py and re-run it, then re-run write_floors.py.
Scenario,TECHNOLOGY,country,fuel,YEAR,fleet_GW,forced_GW,residual_GW,contracted_CF,cf_source,cf_quality,floor_PJ,profile,status,commissioning_year
INV,PWROILNICXX,NIC,OIL,2046,0.8829,0.0,0.8829,0.0674,plan_grounded,grounded,1.8777,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILNICXX,NIC,OIL,2047,0.8829,0.0,0.8829,0.0631,plan_grounded,grounded,1.7563,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILNICXX,NIC,OIL,2048,0.8829,0.0,0.8829,0.0587,plan_grounded,grounded,1.6349,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILNICXX,NIC,OIL,2049,0.8829,0.0,0.8829,0.0544,plan_grounded,grounded,1.5136,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILNICXX,NIC,OIL,2050,0.8829,0.0,0.8829,0.05,plan_grounded,grounded,1.3922,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPANXX,PAN,OIL,2046,0.5008,0.0,0.5008,0.02,plan_grounded,grounded,0.3159,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPANXX,PAN,OIL,2047,0.5008,0.0,0.5008,0.02,plan_grounded,grounded,0.3159,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPANXX,PAN,OIL,2048,0.5008,0.0,0.5008,0.02,plan_grounded,grounded,0.3159,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPANXX,PAN,OIL,2049,0.5008,0.0,0.5008,0.02,plan_grounded,grounded,0.3159,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPANXX,PAN,OIL,2050,0.5008,0.0,0.5008,0.02,plan_grounded,grounded,0.3159,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPERXX,PER,OIL,2046,2.6845,0.0,2.6845,0.0577,fuel_fallback,proxy,4.8814,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPERXX,PER,OIL,2047,2.6845,0.0,2.6845,0.0557,fuel_fallback,proxy,4.7193,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPERXX,PER,OIL,2048,2.6845,0.0,2.6845,0.0538,fuel_fallback,proxy,4.5572,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPERXX,PER,OIL,2049,2.6845,0.0,2.6845,0.0519,fuel_fallback,proxy,4.395,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILPERXX,PER,OIL,2050,2.6845,0.0,2.6845,0.05,fuel_fallback,proxy,4.2329,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILSLVXX,SLV,OIL,2046,0.7717,0.0,0.7717,0.1,plan_grounded,grounded,2.4336,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILSLVXX,SLV,OIL,2047,0.7717,0.0,0.7717,0.0875,plan_grounded,grounded,2.1294,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILSLVXX,SLV,OIL,2048,0.7717,0.0,0.7717,0.075,plan_grounded,grounded,1.8252,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILSLVXX,SLV,OIL,2049,0.7717,0.0,0.7717,0.0625,plan_grounded,grounded,1.521,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWROILSLVXX,SLV,OIL,2050,0.7717,0.0,0.7717,0.05,plan_grounded,grounded,1.2168,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2027,5.912,0.0,5.912,0.33,plan_grounded,grounded,61.5255,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2028,5.912,0.0,5.912,0.33,plan_grounded,grounded,61.5255,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2029,5.912,0.0,5.912,0.33,plan_grounded,grounded,61.5255,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2030,5.912,0.0,5.912,0.33,plan_grounded,grounded,61.5255,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2031,5.912,0.0,5.912,0.316,plan_grounded,grounded,58.9153,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2032,5.912,0.0,5.912,0.302,plan_grounded,grounded,56.3051,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2033,5.912,0.0,5.912,0.288,plan_grounded,grounded,53.695,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2034,5.912,0.0,5.912,0.274,plan_grounded,grounded,51.0848,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2035,5.912,0.0,5.912,0.26,plan_grounded,grounded,48.4746,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2036,5.912,0.0,5.912,0.246,plan_grounded,grounded,45.8644,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2037,5.912,0.0,5.912,0.232,plan_grounded,grounded,43.2543,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2038,5.912,0.0,5.912,0.218,plan_grounded,grounded,40.6441,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2039,5.912,0.0,5.912,0.204,plan_grounded,grounded,38.0339,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2040,5.912,0.0,5.912,0.19,plan_grounded,grounded,35.4238,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2041,5.912,0.0,5.912,0.176,plan_grounded,grounded,32.8136,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2042,5.912,0.0,5.912,0.162,plan_grounded,grounded,30.2034,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2043,5.912,0.0,5.912,0.148,plan_grounded,grounded,27.5932,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2044,5.912,0.0,5.912,0.134,plan_grounded,grounded,24.9831,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETARGXX,ARG,PET,2045,5.912,0.0,5.912,0.12,plan_grounded,grounded,22.3729,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2027,0.1451,0.0,0.1451,0.1633,historical_implied,historical,0.7472,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2028,0.1451,0.0,0.1451,0.1633,historical_implied,historical,0.7472,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2029,0.1451,0.0,0.1451,0.1633,historical_implied,historical,0.7472,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2030,0.1451,0.0,0.1451,0.1633,historical_implied,historical,0.7472,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2031,0.1451,0.0,0.1451,0.1576,historical_implied,historical,0.7213,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2032,0.1451,0.0,0.1451,0.152,historical_implied,historical,0.6954,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2033,0.1451,0.0,0.1451,0.1463,historical_implied,historical,0.6694,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2034,0.1451,0.0,0.1451,0.1406,historical_implied,historical,0.6435,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2035,0.1451,0.0,0.1451,0.135,historical_implied,historical,0.6176,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2036,0.1451,0.0,0.1451,0.1293,historical_implied,historical,0.5917,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2037,0.1451,0.0,0.1451,0.1236,historical_implied,historical,0.5658,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2038,0.1451,0.0,0.1451,0.118,historical_implied,historical,0.5398,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2039,0.1451,0.0,0.1451,0.1123,historical_implied,historical,0.5139,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2040,0.1451,0.0,0.1451,0.1066,historical_implied,historical,0.488,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2041,0.1451,0.0,0.1451,0.101,historical_implied,historical,0.4621,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2042,0.1451,0.0,0.1451,0.0953,historical_implied,historical,0.4362,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2043,0.1451,0.0,0.1451,0.0897,historical_implied,historical,0.4102,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2044,0.1451,0.0,0.1451,0.084,historical_implied,historical,0.3843,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2045,0.1451,0.0,0.1451,0.0783,historical_implied,historical,0.3584,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2046,0.1451,0.0,0.1451,0.0727,historical_implied,historical,0.3325,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2047,0.1451,0.0,0.1451,0.067,historical_implied,historical,0.3066,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2048,0.1451,0.0,0.1451,0.0613,historical_implied,historical,0.2806,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2049,0.1451,0.0,0.1451,0.0557,historical_implied,historical,0.2547,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBOLXX,BOL,PET,2050,0.1451,0.0,0.1451,0.05,historical_implied,historical,0.2288,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2027,9.198,0.0,9.198,0.2053,historical_implied,historical,59.5553,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2028,9.198,0.0,9.198,0.2053,historical_implied,historical,59.5553,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2029,9.198,0.0,9.198,0.2053,historical_implied,historical,59.5553,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2030,9.198,0.0,9.198,0.2053,historical_implied,historical,59.5553,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2031,9.198,0.0,9.198,0.1975,historical_implied,historical,57.3027,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2032,9.198,0.0,9.198,0.1898,historical_implied,historical,55.0501,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2033,9.198,0.0,9.198,0.182,historical_implied,historical,52.7975,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2034,9.198,0.0,9.198,0.1743,historical_implied,historical,50.5449,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2035,9.198,0.0,9.198,0.1665,historical_implied,historical,48.2923,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2036,9.198,0.0,9.198,0.1587,historical_implied,historical,46.0397,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2037,9.198,0.0,9.198,0.151,historical_implied,historical,43.7871,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2038,9.198,0.0,9.198,0.1432,historical_implied,historical,41.5345,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2039,9.198,0.0,9.198,0.1354,historical_implied,historical,39.2819,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2040,9.198,0.0,9.198,0.1277,historical_implied,historical,37.0294,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2041,9.198,0.0,9.198,0.1199,historical_implied,historical,34.7768,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2042,9.198,0.0,9.198,0.1121,historical_implied,historical,32.5242,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2043,9.198,0.0,9.198,0.1044,historical_implied,historical,30.2716,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2044,9.198,0.0,9.198,0.0966,historical_implied,historical,28.019,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRAXX,BRA,PET,2045,9.198,0.0,9.198,0.0888,historical_implied,historical,25.7664,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2027,0.0334,0.0,0.0334,0.1,plan_grounded,proxy,0.1053,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2028,0.0334,0.0,0.0334,0.1,plan_grounded,proxy,0.1053,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2029,0.0334,0.0,0.0334,0.1,plan_grounded,proxy,0.1053,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2030,0.0334,0.0,0.0334,0.1,plan_grounded,proxy,0.1053,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2031,0.0334,0.0,0.0334,0.0975,plan_grounded,proxy,0.1027,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2032,0.0334,0.0,0.0334,0.095,plan_grounded,proxy,0.1001,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2033,0.0334,0.0,0.0334,0.0925,plan_grounded,proxy,0.0974,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2034,0.0334,0.0,0.0334,0.09,plan_grounded,proxy,0.0948,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2035,0.0334,0.0,0.0334,0.0875,plan_grounded,proxy,0.0922,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2036,0.0334,0.0,0.0334,0.085,plan_grounded,proxy,0.0895,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2037,0.0334,0.0,0.0334,0.0825,plan_grounded,proxy,0.0869,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2038,0.0334,0.0,0.0334,0.08,plan_grounded,proxy,0.0843,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2039,0.0334,0.0,0.0334,0.0775,plan_grounded,proxy,0.0816,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2040,0.0334,0.0,0.0334,0.075,plan_grounded,proxy,0.079,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2041,0.0334,0.0,0.0334,0.0725,plan_grounded,proxy,0.0764,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2042,0.0334,0.0,0.0334,0.07,plan_grounded,proxy,0.0737,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2043,0.0334,0.0,0.0334,0.0675,plan_grounded,proxy,0.0711,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2044,0.0334,0.0,0.0334,0.065,plan_grounded,proxy,0.0685,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETBRBXX,BRB,PET,2045,0.0334,0.0,0.0334,0.0625,plan_grounded,proxy,0.0658,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2027,3.1053,0.0,3.1053,0.0791,historical_implied,historical,7.7435,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2028,3.1053,0.0,3.1053,0.0791,historical_implied,historical,7.7435,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2029,3.1053,0.0,3.1053,0.0791,historical_implied,historical,7.7435,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2030,3.1053,0.0,3.1053,0.0791,historical_implied,historical,7.7435,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2031,3.1053,0.0,3.1053,0.0776,historical_implied,historical,7.6011,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2032,3.1053,0.0,3.1053,0.0762,historical_implied,historical,7.4588,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2033,3.1053,0.0,3.1053,0.0747,historical_implied,historical,7.3164,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2046,0.9802,0.0,0.9802,0.0558,historical_implied,historical,1.7253,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2047,0.9802,0.0,0.9802,0.0544,historical_implied,historical,1.6804,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2048,0.9802,0.0,0.9802,0.0529,historical_implied,historical,1.6354,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2049,0.9802,0.0,0.9802,0.0515,historical_implied,historical,1.5905,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCHLXX,CHL,PET,2050,0.9802,0.0,0.9802,0.05,historical_implied,historical,1.5456,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2027,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2028,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2029,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2030,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2031,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2032,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2033,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2034,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2035,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2036,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2037,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2038,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2039,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2040,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2041,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2042,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2043,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2044,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2045,1.257,0.0,1.257,0.01,plan_grounded,grounded,0.3964,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2046,0.5693,0.0,0.5693,0.01,plan_grounded,grounded,0.1795,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2047,0.5693,0.0,0.5693,0.01,plan_grounded,grounded,0.1795,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2048,0.5693,0.0,0.5693,0.01,plan_grounded,grounded,0.1795,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2049,0.5693,0.0,0.5693,0.01,plan_grounded,grounded,0.1795,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCOLXX,COL,PET,2050,0.5693,0.0,0.5693,0.01,plan_grounded,grounded,0.1795,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2027,0.381,0.0,0.381,0.1,fuel_fallback,proxy,1.2015,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2028,0.381,0.0,0.381,0.1,fuel_fallback,proxy,1.2015,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2029,0.381,0.0,0.381,0.1,fuel_fallback,proxy,1.2015,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2030,0.381,0.0,0.381,0.1,fuel_fallback,proxy,1.2015,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2031,0.381,0.0,0.381,0.0975,fuel_fallback,proxy,1.1715,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2032,0.381,0.0,0.381,0.095,fuel_fallback,proxy,1.1414,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2033,0.381,0.0,0.381,0.0925,fuel_fallback,proxy,1.1114,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2034,0.381,0.0,0.381,0.09,fuel_fallback,proxy,1.0814,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2035,0.381,0.0,0.381,0.0875,fuel_fallback,proxy,1.0513,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2036,0.381,0.0,0.381,0.085,fuel_fallback,proxy,1.0213,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2037,0.381,0.0,0.381,0.0825,fuel_fallback,proxy,0.9913,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2038,0.381,0.0,0.381,0.08,fuel_fallback,proxy,0.9612,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2039,0.381,0.0,0.381,0.0775,fuel_fallback,proxy,0.9312,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2040,0.381,0.0,0.381,0.075,fuel_fallback,proxy,0.9011,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2041,0.381,0.0,0.381,0.0725,fuel_fallback,proxy,0.8711,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2042,0.381,0.0,0.381,0.07,fuel_fallback,proxy,0.8411,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2043,0.381,0.0,0.381,0.0675,fuel_fallback,proxy,0.811,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2044,0.381,0.0,0.381,0.065,fuel_fallback,proxy,0.781,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2045,0.381,0.0,0.381,0.0625,fuel_fallback,proxy,0.751,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2046,0.0017,0.0,0.0017,0.06,fuel_fallback,proxy,0.0032,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2047,0.0017,0.0,0.0017,0.0575,fuel_fallback,proxy,0.0031,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2048,0.0017,0.0,0.0017,0.055,fuel_fallback,proxy,0.0029,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2049,0.0017,0.0,0.0017,0.0525,fuel_fallback,proxy,0.0028,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETCRIXX,CRI,PET,2050,0.0017,0.0,0.0017,0.05,fuel_fallback,proxy,0.0027,PERMISSIVE,CALIBRATED - pending PI sign-off,
INV,PWRPETDOMXX,DOM,PET,2046,0.4964,0.0,0.4964,0.06,fuel_fallback,proxy,0.9393,PERMISSIVE,CALIBRATED - pending PI sign-off,
