# Upstream-format rows (REGION,TECHNOLOGY,YEAR,VALUE per otoole convention).
# NOT wired into t1_confection/OG_csvs_inputs -- for later manual promotion only.
scenario,REGION,TECHNOLOGY,YEAR,VALUE,change
VGB,GLOBAL,PWROILBRBXX,2034,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2035,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2036,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2037,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2038,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2039,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2040,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2041,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2042,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2043,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2044,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2045,3.6539,new
VGB,GLOBAL,PWROILBRBXX,2046,4.2122,new
VGB,GLOBAL,PWROILBRBXX,2047,4.2122,new
VGB,GLOBAL,PWROILBRBXX,2048,4.2122,new
VGB,GLOBAL,PWROILBRBXX,2049,4.2122,new
VGB,GLOBAL,PWROILBRBXX,2050,4.2122,new
VGB,GLOBAL,PWROILCHLXX,2046,2.0104,new
VGB,GLOBAL,PWROILCHLXX,2047,2.0104,new
VGB,GLOBAL,PWROILCHLXX,2048,2.0104,new
VGB,GLOBAL,PWROILCHLXX,2049,2.0104,new
VGB,GLOBAL,PWROILCHLXX,2050,2.0104,new
VGB,GLOBAL,PWROILCOLXX,2046,1.915,new
VGB,GLOBAL,PWROILCOLXX,2047,1.915,new
VGB,GLOBAL,PWROILCOLXX,2048,1.915,new
VGB,GLOBAL,PWROILCOLXX,2049,1.915,new
VGB,GLOBAL,PWROILCOLXX,2050,1.915,new
VGB,GLOBAL,PWROILCRIXX,2028,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2029,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2030,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2031,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2032,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2033,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2034,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2035,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2036,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2037,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2038,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2039,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2040,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2041,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2042,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2043,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2044,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2045,0.7096,new
VGB,GLOBAL,PWROILCRIXX,2046,1.0683,new
VGB,GLOBAL,PWROILCRIXX,2047,1.0683,new
VGB,GLOBAL,PWROILCRIXX,2048,1.0683,new
VGB,GLOBAL,PWROILCRIXX,2049,1.0683,new
VGB,GLOBAL,PWROILCRIXX,2050,1.0683,new
VGB,GLOBAL,PWROILDOMXX,2046,6.0111,new
VGB,GLOBAL,PWROILDOMXX,2047,6.0111,new
VGB,GLOBAL,PWROILDOMXX,2048,6.0111,new
VGB,GLOBAL,PWROILDOMXX,2049,6.0111,new
VGB,GLOBAL,PWROILDOMXX,2050,6.0111,new
VGB,GLOBAL,PWROILECUXX,2027,17.2596,new
VGB,GLOBAL,PWROILECUXX,2028,17.2596,new
VGB,GLOBAL,PWROILECUXX,2029,17.2596,new
VGB,GLOBAL,PWROILECUXX,2030,17.2596,new
VGB,GLOBAL,PWROILECUXX,2031,17.2596,new
VGB,GLOBAL,PWROILECUXX,2032,17.2596,new
VGB,GLOBAL,PWROILECUXX,2033,17.2596,new
VGB,GLOBAL,PWROILECUXX,2034,17.2596,new
VGB,GLOBAL,PWROILECUXX,2035,17.2596,new
VGB,GLOBAL,PWROILECUXX,2036,17.2596,new
VGB,GLOBAL,PWROILECUXX,2037,17.2596,new
VGB,GLOBAL,PWROILECUXX,2038,17.2596,new
VGB,GLOBAL,PWROILECUXX,2039,17.2596,new
VGB,GLOBAL,PWROILECUXX,2040,17.2596,new
VGB,GLOBAL,PWROILECUXX,2041,17.2596,new
VGB,GLOBAL,PWROILECUXX,2042,17.2596,new
VGB,GLOBAL,PWROILECUXX,2043,17.2596,new
VGB,GLOBAL,PWROILECUXX,2044,17.2596,new
VGB,GLOBAL,PWROILECUXX,2046,14.7266,new
VGB,GLOBAL,PWROILECUXX,2047,14.7266,new
VGB,GLOBAL,PWROILECUXX,2048,14.7266,new
VGB,GLOBAL,PWROILECUXX,2049,14.7266,new
VGB,GLOBAL,PWROILECUXX,2050,14.7266,new
VGB,GLOBAL,PWROILGTMXX,2027,1.296,new
VGB,GLOBAL,PWROILGTMXX,2028,1.296,new
VGB,GLOBAL,PWROILGTMXX,2029,1.2579,new
VGB,GLOBAL,PWROILGTMXX,2030,1.2579,new
VGB,GLOBAL,PWROILGTMXX,2031,1.1956,new
VGB,GLOBAL,PWROILGTMXX,2032,1.1956,new
VGB,GLOBAL,PWROILGTMXX,2033,1.1956,new
VGB,GLOBAL,PWROILGTMXX,2034,1.1504,new
VGB,GLOBAL,PWROILGTMXX,2035,1.1504,new
VGB,GLOBAL,PWROILGTMXX,2036,1.1504,new
VGB,GLOBAL,PWROILGTMXX,2037,1.1504,new
VGB,GLOBAL,PWROILGTMXX,2038,1.0901,new
VGB,GLOBAL,PWROILGTMXX,2039,0.4029,new
VGB,GLOBAL,PWROILGTMXX,2040,0.4029,new
VGB,GLOBAL,PWROILGTMXX,2041,0.4029,new
VGB,GLOBAL,PWROILGTMXX,2042,0.4029,new
VGB,GLOBAL,PWROILGTMXX,2043,0.4029,new
VGB,GLOBAL,PWROILGTMXX,2046,1.0099,new
VGB,GLOBAL,PWROILGTMXX,2047,1.0099,new
VGB,GLOBAL,PWROILGTMXX,2048,1.0099,new
VGB,GLOBAL,PWROILGTMXX,2049,1.0099,new
VGB,GLOBAL,PWROILGTMXX,2050,1.0099,new
VGB,GLOBAL,PWROILHNDXX,2029,1.1038,new
VGB,GLOBAL,PWROILHNDXX,2030,1.1038,new
VGB,GLOBAL,PWROILHNDXX,2031,2.2075,new
VGB,GLOBAL,PWROILHNDXX,2032,3.3113,new
VGB,GLOBAL,PWROILHNDXX,2033,4.415,new
VGB,GLOBAL,PWROILHNDXX,2034,4.415,new
VGB,GLOBAL,PWROILHNDXX,2035,4.415,new
VGB,GLOBAL,PWROILHNDXX,2036,4.415,new
VGB,GLOBAL,PWROILHNDXX,2037,4.415,new
VGB,GLOBAL,PWROILHNDXX,2038,4.415,new
VGB,GLOBAL,PWROILHNDXX,2039,4.415,new
VGB,GLOBAL,PWROILHNDXX,2040,4.415,new
VGB,GLOBAL,PWROILHNDXX,2041,4.415,new
VGB,GLOBAL,PWROILHNDXX,2042,4.415,new
VGB,GLOBAL,PWROILHNDXX,2043,4.415,new
VGB,GLOBAL,PWROILHNDXX,2044,4.415,new
VGB,GLOBAL,PWROILHNDXX,2045,4.415,new
VGB,GLOBAL,PWROILHNDXX,2046,8.6866,new
VGB,GLOBAL,PWROILHNDXX,2047,8.6866,new
VGB,GLOBAL,PWROILHNDXX,2048,8.6866,new
VGB,GLOBAL,PWROILHNDXX,2049,8.6866,new
VGB,GLOBAL,PWROILHNDXX,2050,8.6866,new
VGB,GLOBAL,PWROILHTIXX,2027,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2028,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2029,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2030,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2031,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2032,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2033,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2034,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2035,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2036,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2037,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2038,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2039,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2040,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2041,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2042,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2043,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2044,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2045,2.5462,new
VGB,GLOBAL,PWROILHTIXX,2046,0.9749,new
VGB,GLOBAL,PWROILHTIXX,2047,0.9749,new
VGB,GLOBAL,PWROILHTIXX,2048,0.9749,new
VGB,GLOBAL,PWROILHTIXX,2049,0.9749,new
VGB,GLOBAL,PWROILHTIXX,2050,0.9749,new
VGB,GLOBAL,PWROILNICXX,2046,3.8201,new
VGB,GLOBAL,PWROILNICXX,2047,3.8201,new
VGB,GLOBAL,PWROILNICXX,2048,3.8201,new
VGB,GLOBAL,PWROILNICXX,2049,3.8201,new
VGB,GLOBAL,PWROILNICXX,2050,3.8201,new
VGB,GLOBAL,PWROILPANXX,2046,0.3159,new
VGB,GLOBAL,PWROILPANXX,2047,0.3159,new
VGB,GLOBAL,PWROILPANXX,2048,0.3159,new
VGB,GLOBAL,PWROILPANXX,2049,0.3159,new
VGB,GLOBAL,PWROILPANXX,2050,0.3159,new
VGB,GLOBAL,PWROILPERXX,2046,7.4753,new
VGB,GLOBAL,PWROILPERXX,2047,7.4753,new
VGB,GLOBAL,PWROILPERXX,2048,7.4753,new
VGB,GLOBAL,PWROILPERXX,2049,7.4753,new
VGB,GLOBAL,PWROILPERXX,2050,7.4753,new
VGB,GLOBAL,PWROILSLVXX,2030,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2031,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2032,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2033,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2034,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2035,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2036,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2037,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2038,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2039,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2040,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2041,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2042,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2043,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2044,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2045,2.8382,new
VGB,GLOBAL,PWROILSLVXX,2046,10.1391,new
VGB,GLOBAL,PWROILSLVXX,2047,10.1391,new
VGB,GLOBAL,PWROILSLVXX,2048,10.1391,new
VGB,GLOBAL,PWROILSLVXX,2049,10.1391,new
VGB,GLOBAL,PWROILSLVXX,2050,10.1391,new
VGB,GLOBAL,PWRPETARGXX,2027,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2028,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2029,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2030,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2031,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2032,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2033,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2034,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2035,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2036,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2037,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2038,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2039,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2040,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2041,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2042,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2043,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2044,61.5255,new
VGB,GLOBAL,PWRPETARGXX,2045,61.5255,new
VGB,GLOBAL,PWRPETBOLXX,2027,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2028,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2029,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2030,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2031,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2032,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2033,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2034,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2035,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2036,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2037,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2038,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2039,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2040,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2041,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2042,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2043,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2044,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2045,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2046,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2047,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2048,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2049,0.7472,new
VGB,GLOBAL,PWRPETBOLXX,2050,0.7472,new
VGB,GLOBAL,PWRPETBRAXX,2027,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2028,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2029,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2030,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2031,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2032,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2033,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2034,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2035,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2036,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2037,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2038,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2039,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2040,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2041,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2042,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2043,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2044,59.5553,new
VGB,GLOBAL,PWRPETBRAXX,2045,59.5553,new
VGB,GLOBAL,PWRPETBRBXX,2027,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2028,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2029,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2030,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2031,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2032,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2033,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2034,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2035,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2036,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2037,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2038,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2039,0.1053,new
VGB,GLOBAL,PWRPETBRBXX,2040,0.919,new
VGB,GLOBAL,PWRPETBRBXX,2041,0.919,new
VGB,GLOBAL,PWRPETBRBXX,2042,0.919,new
VGB,GLOBAL,PWRPETBRBXX,2043,0.919,new
VGB,GLOBAL,PWRPETBRBXX,2044,0.919,new
VGB,GLOBAL,PWRPETBRBXX,2045,0.919,new
VGB,GLOBAL,PWRPETBRBXX,2046,0.8136,new
VGB,GLOBAL,PWRPETBRBXX,2047,0.8136,new
VGB,GLOBAL,PWRPETBRBXX,2048,0.8136,new
VGB,GLOBAL,PWRPETBRBXX,2049,0.8136,new
VGB,GLOBAL,PWRPETBRBXX,2050,0.8136,new
VGB,GLOBAL,PWRPETCHLXX,2027,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2028,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2029,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2030,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2031,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2032,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2033,7.7435,new
VGB,GLOBAL,PWRPETCHLXX,2046,2.4443,new
VGB,GLOBAL,PWRPETCHLXX,2047,2.4443,new
VGB,GLOBAL,PWRPETCHLXX,2048,2.4443,new
VGB,GLOBAL,PWRPETCHLXX,2049,2.4443,new
VGB,GLOBAL,PWRPETCHLXX,2050,2.4443,new
VGB,GLOBAL,PWRPETCOLXX,2027,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2028,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2029,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2030,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2031,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2032,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2033,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2034,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2035,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2036,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2037,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2038,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2039,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2040,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2041,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2042,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2043,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2044,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2045,0.3964,new
VGB,GLOBAL,PWRPETCOLXX,2046,0.1795,new
VGB,GLOBAL,PWRPETCOLXX,2047,0.1795,new
VGB,GLOBAL,PWRPETCOLXX,2048,0.1795,new
VGB,GLOBAL,PWRPETCOLXX,2049,0.1795,new
VGB,GLOBAL,PWRPETCOLXX,2050,0.1795,new
VGB,GLOBAL,PWRPETCRIXX,2027,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2028,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2029,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2030,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2031,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2032,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2033,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2034,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2035,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2036,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2037,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2038,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2039,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2040,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2041,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2042,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2043,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2044,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2045,1.2015,new
VGB,GLOBAL,PWRPETCRIXX,2046,0.0054,new
VGB,GLOBAL,PWRPETCRIXX,2047,0.0054,new
VGB,GLOBAL,PWRPETCRIXX,2048,0.0054,new
VGB,GLOBAL,PWRPETCRIXX,2049,0.0054,new
VGB,GLOBAL,PWRPETCRIXX,2050,0.0054,new
VGB,GLOBAL,PWRPETDOMXX,2046,1.5654,new
VGB,GLOBAL,PWRPETDOMXX,2047,1.5654,new
VGB,GLOBAL,PWRPETDOMXX,2048,1.5654,new
VGB,GLOBAL,PWRPETDOMXX,2049,1.5654,new
VGB,GLOBAL,PWRPETDOMXX,2050,1.5654,new
VGB,GLOBAL,PWRPETECUXX,2027,20.2858,new
VGB,GLOBAL,PWRPETECUXX,2028,25.9623,new
VGB,GLOBAL,PWRPETECUXX,2029,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2030,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2031,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2032,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2033,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2034,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2035,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2036,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2037,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2038,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2039,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2040,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2041,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2042,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2043,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2044,27.8545,new
VGB,GLOBAL,PWRPETECUXX,2045,39.7032,new
VGB,GLOBAL,PWRPETECUXX,2046,29.5934,new
VGB,GLOBAL,PWRPETECUXX,2047,29.5934,new
VGB,GLOBAL,PWRPETECUXX,2048,29.5934,new
VGB,GLOBAL,PWRPETECUXX,2049,29.5934,new
VGB,GLOBAL,PWRPETECUXX,2050,29.5934,new
VGB,GLOBAL,PWRPETGTMXX,2027,0.175,new
VGB,GLOBAL,PWRPETGTMXX,2028,0.175,new
VGB,GLOBAL,PWRPETGTMXX,2029,0.2226,new
VGB,GLOBAL,PWRPETGTMXX,2030,0.2226,new
VGB,GLOBAL,PWRPETGTMXX,2031,0.3005,new
VGB,GLOBAL,PWRPETGTMXX,2032,0.3005,new
VGB,GLOBAL,PWRPETGTMXX,2033,0.3005,new
VGB,GLOBAL,PWRPETGTMXX,2034,0.357,new
VGB,GLOBAL,PWRPETGTMXX,2035,0.357,new
VGB,GLOBAL,PWRPETGTMXX,2036,0.357,new
VGB,GLOBAL,PWRPETGTMXX,2037,0.357,new
VGB,GLOBAL,PWRPETGTMXX,2038,0.4324,new
VGB,GLOBAL,PWRPETGTMXX,2039,1.2914,new
VGB,GLOBAL,PWRPETGTMXX,2040,1.2914,new
VGB,GLOBAL,PWRPETGTMXX,2041,1.2914,new
VGB,GLOBAL,PWRPETGTMXX,2042,1.2914,new
VGB,GLOBAL,PWRPETGTMXX,2043,1.2914,new
VGB,GLOBAL,PWRPETGTMXX,2044,1.795,new
VGB,GLOBAL,PWRPETGTMXX,2045,1.795,new
VGB,GLOBAL,PWRPETGTMXX,2046,0.5326,new
VGB,GLOBAL,PWRPETGTMXX,2047,0.5326,new
VGB,GLOBAL,PWRPETGTMXX,2048,0.5326,new
VGB,GLOBAL,PWRPETGTMXX,2049,0.5326,new
VGB,GLOBAL,PWRPETGTMXX,2050,0.5326,new
VGB,GLOBAL,PWRPETHNDXX,2027,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2028,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2029,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2030,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2031,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2032,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2033,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2034,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2035,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2036,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2037,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2038,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2039,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2040,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2041,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2042,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2043,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2044,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2045,13.1546,new
VGB,GLOBAL,PWRPETHNDXX,2046,8.8831,new
VGB,GLOBAL,PWRPETHNDXX,2047,8.8831,new
VGB,GLOBAL,PWRPETHNDXX,2048,8.8831,new
VGB,GLOBAL,PWRPETHNDXX,2049,8.8831,new
VGB,GLOBAL,PWRPETHNDXX,2050,8.8831,new
VGB,GLOBAL,PWRPETHTIXX,2046,0.7789,new
VGB,GLOBAL,PWRPETHTIXX,2047,0.7789,new
VGB,GLOBAL,PWRPETHTIXX,2048,0.7789,new
VGB,GLOBAL,PWRPETHTIXX,2049,0.7789,new
VGB,GLOBAL,PWRPETHTIXX,2050,0.7789,new
VGB,GLOBAL,PWRPETMEXXX,2027,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2028,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2029,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2030,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2031,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2032,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2033,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2034,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2035,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2036,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2037,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2038,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2039,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2040,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2041,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2042,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2043,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2044,33.6466,new
VGB,GLOBAL,PWRPETMEXXX,2045,33.6466,new
VGB,GLOBAL,PWRPETPANXX,2046,1.6475,new
VGB,GLOBAL,PWRPETPANXX,2047,1.6475,new
VGB,GLOBAL,PWRPETPANXX,2048,1.6475,new
VGB,GLOBAL,PWRPETPANXX,2049,1.6475,new
VGB,GLOBAL,PWRPETPANXX,2050,1.6475,new
VGB,GLOBAL,PWRPETPERXX,2027,3.002,new
VGB,GLOBAL,PWRPETPERXX,2028,3.002,new
VGB,GLOBAL,PWRPETPERXX,2029,3.002,new
VGB,GLOBAL,PWRPETPERXX,2030,3.002,new
VGB,GLOBAL,PWRPETPERXX,2031,3.002,new
VGB,GLOBAL,PWRPETPERXX,2032,3.002,new
VGB,GLOBAL,PWRPETPERXX,2033,3.002,new
VGB,GLOBAL,PWRPETPERXX,2034,3.002,new
VGB,GLOBAL,PWRPETPERXX,2035,3.002,new
VGB,GLOBAL,PWRPETPERXX,2036,3.002,new
