Model;Scenario1;Technology Tipo (grupos);Technology Tipo de Fuente;Años;Capital Investment;Fixed Cost;Total Capacity Annual;Variable Cost
ReLAC;BAU;Generación;Fotovoltaica;2039;726.448542988645;1374.2337760113442;111.85442484940377;
ReLAC;BAU;Generación;Fotovoltaica;2040;947.5863922418001;1388.6177507269322;113.88638077386592;
ReLAC;BAU;Generación;Fotovoltaica;2041;833.0817070729504;1413.95789120198;115.65573513475753;
ReLAC;BAU;Generación;Fotovoltaica;2042;1015.4329897158308;1444.9300036462928;117.79781098364919;
ReLAC;BAU;Generación;Fotovoltaica;2043;1092.342414198679;1478.1122939297832;120.07114494158014;
ReLAC;BAU;Generación;Fotovoltaica;2044;925.237739638999;1506.3263895219739;122.0241364719793;
ReLAC;BAU;Generación;Fotovoltaica;2045;4864.303371158561;1535.0774881485052;123.99623698324389;
ReLAC;BAU;Generación;Fotovoltaica;2046;1638.7641026353858;1578.5103444080135;127.16819398261123;
ReLAC;BAU;Generación;Fotovoltaica;2047;1076.9231201276145;1609.310602405413;129.7895386181353;
ReLAC;BAU;Generación;Fotovoltaica;2048;1519.3083617354487;1653.8143899660772;133.3082214375496;
ReLAC;BAU;Generación;Fotovoltaica;2049;1622.8803601498605;1701.2068561957324;137.09155910675375;
ReLAC;BAU;Generación;Fotovoltaica;2050;1900.7659609817106;1749.3875196299894;140.93091872272242;
ReLAC;BAU;Generación;Gas natural;2023;303.06934937668166;2243.82454156541;99.72553518068489;
ReLAC;BAU;Generación;Gas natural;2024;155.48993569865956;2249.4126400882187;99.97389511503194;
ReLAC;BAU;Generación;Gas natural;2025;5967.590881883078;2304.385251642811;102.41712229523604;
ReLAC;BAU;Generación;Gas natural;2026;1428.0651787972404;2347.9477798874236;104.35323466166328;
ReLAC;BAU;Generación;Gas natural;2027;254.30357085209886;2356.784183768737;104.74596372305497;
ReLAC;BAU;Generación;Gas natural;2028;2236.669404949682;2425.590272842211;107.8040121263205;
ReLAC;BAU;Generación;Gas natural;2029;928.9116604049466;2455.6749813780625;109.14111028346943;
ReLAC;BAU;Generación;Gas natural;2030;326.2770491886715;2468.2044970266898;109.69797764563067;
ReLAC;BAU;Generación;Gas natural;2031;783.75;2500.2669970266898;111.12297764563067;
ReLAC;BAU;Generación;Gas natural;2032;457.5;2513.9919970266897;111.73297764563067;
ReLAC;BAU;Generación;Gas natural;2033;315.24938169361326;2526.3976535505194;112.28434015780087;
ReLAC;BAU;Generación;Gas natural;2034;643.0619765077868;2550.6592798622014;113.36263466054231;
ReLAC;BAU;Generación;Gas natural;2035;869.6284377581142;2582.310027171761;114.76933454096715;
ReLAC;BAU;Generación;Gas natural;2036;487.21009157382787;2601.9149114007128;115.64066272892056;
ReLAC;BAU;Generación;Gas natural;2037;87.66783313130222;2605.166669343113;115.78518530413834;
ReLAC;BAU;Generación;Gas natural;2038;193.42525667493197;2611.6067934798148;116.07141304354732;
ReLAC;BAU;Generación;Gas natural;2039;59.85924307425173;2614.055580696489;116.18024803095504;
ReLAC;BAU;Generación;Gas natural;2040;196.35136405732473;2620.6154092261067;116.47179596560471;
ReLAC;BAU;Generación;Gas natural;2041;104.13224142957024;2623.1878645573165;116.5861273136585;
ReLAC;BAU;Generación;Gas natural;2042;64.43249699640239;2625.823739434442;116.7032773081974;
ReLAC;BAU;Generación;Gas natural;2043;84.3790852965946;2629.275611105666;116.85669382691847;
ReLAC;BAU;Generación;Gas natural;2044;727.4637591815882;2633.992992163095;117.06635520724862;
ReLAC;BAU;Generación;Gas natural;2045;153.67533348294484;2640.2269193821194;117.34341863920528;
ReLAC;BAU;Generación;Gas natural;2046;642.8643002575187;2661.1984553608922;118.27548690492853;
ReLAC;BAU;Generación;Gas natural;2047;730.9306418992228;2684.8767329452967;119.32785479756873;
ReLAC;BAU;Generación;Gas natural;2048;1154.4574126309412;2721.3282920485062;120.94792409104473;
ReLAC;BAU;Generación;Gas natural;2049;1228.629109233939;2760.0753343262277;122.67001485894343;
ReLAC;BAU;Generación;Gas natural;2050;1277.2229195099299;2800.3535884667012;124.46015948740894;
ReLAC;BAU;Generación;Geotérmica;2023;902.3848888952322;91.59428359800442;2.2250070899501107;
ReLAC;BAU;Generación;Geotérmica;2024;60.20254442466498;92.7409987299028;2.2536749682475703;
ReLAC;BAU;Generación;Geotérmica;2025;177.85871817696946;96.12878383803556;2.3383695959508892;
ReLAC;BAU;Generación;Geotérmica;2026;693.1903221877574;90.86450466027848;2.2205525745469696;
